structure_swing_len,retest_window_bars,retest_bps,chop_ci_max,chop_adx_min,trigger_score,rr_target,be_trigger_r,be_offset_pct,cooldown_bars,risk_pct_low_conf,risk_pct_high_conf,high_conf_score_threshold,be_enabled,sizing_mode,profile,profile_risk_cap_pct,max_notional_pct,initial_equity,trades,win_rate,net_pnl,pf,max_dd,score,dataset
5,32,24.0,62.0,18.0,7.6,2.0,1.2,0.1,8,2.5,5.0,8.8,1,risk_based,S,5.0,180.0,10000.0,23,0.6956521739130435,1881.0402506502414,2.3185019236791478,0.04937500000000004,7.873397358878102,ETHUSDT_15m
6,20,18.0,66.0,12.0,7.8,2.0,1.2,0.1,5,3.0,8.0,8.6,1,risk_based,S,5.0,180.0,10000.0,12,0.6666666666666666,1876.4313469825902,2.541461259441017,0.11311366294199998,7.860012877038625,SOLUSDT_1h
5,40,34.0,70.0,12.0,7.0,2.4,0.8,0.05,5,2.5,5.0,8.6,1,risk_based,S,5.0,180.0,10000.0,27,0.7407407407407407,1859.6718545758886,2.3058027661979117,0.08939852810001869,7.854192913782767,SOLUSDT_15m
5,32,26.0,66.0,22.0,6.6,2.6,0.6,0.0,5,2.0,3.5,7.8,1,risk_based,S,5.0,180.0,10000.0,21,0.8095238095238095,1936.7861379845453,2.336575338723876,0.13281999937500003,7.845762531593011,SOLUSDT_1h
6,36,26.0,64.0,14.0,7.0,2.4,1.2,0.0,8,1.0,3.5,7.8,1,risk_based,S,5.0,180.0,10000.0,14,0.6428571428571429,2246.840693160031,2.319630580223104,0.09685401924659338,7.839825510152173,ETHUSDT_1h
6,32,26.0,70.0,20.0,7.4,2.0,0.8,0.0,4,2.5,4.5,8.8,1,risk_based,S,5.0,180.0,10000.0,23,0.7391304347826086,1842.1491910906807,2.29562066625554,0.05680636901679019,7.831667068725303,SOLUSDT_15m
3,40,30.0,62.0,16.0,6.6,1.6,1.0,0.05,7,2.5,3.5,8.8,1,risk_based,S,5.0,180.0,10000.0,22,0.6818181818181818,2173.208342450349,2.187886351498823,0.06045652535953003,7.830338742096678,SOLUSDT_1h
6,32,26.0,70.0,20.0,7.4,2.0,0.8,0.0,4,2.5,4.5,8.8,1,risk_based,S,5.0,180.0,10000.0,18,0.8333333333333334,1224.7266786663822,2.5947448639311594,0.073140625,7.804794531528701,SOLUSDT_1h
6,20,18.0,66.0,12.0,7.8,2.0,1.2,0.1,5,3.0,8.0,8.6,1,risk_based,S,5.0,180.0,10000.0,13,0.6923076923076923,2307.2258025342217,2.295840278582917,0.13296065000000004,7.798485948161593,ETHUSDT_4h
6,32,30.0,62.0,22.0,8.0,2.6,1.2,0.15,8,1.0,3.5,8.0,1,risk_based,S,5.0,180.0,10000.0,11,0.6363636363636364,2105.4864220559903,2.4520669334456793,0.13047861337331268,7.792729903372865,SOLUSDT_1h
6,44,22.0,60.0,12.0,7.6,1.8,1.0,0.05,7,2.5,7.0,8.6,1,risk_based,S,5.0,180.0,10000.0,16,0.6875,1835.5434411182068,2.386553690431382,0.05820618531097728,7.785282266048039,ETHUSDT_1h
5,28,22.0,68.0,22.0,7.4,2.4,0.6,0.2,3,1.0,4.5,8.6,1,risk_based,S,5.0,180.0,10000.0,23,0.782608695652174,860.0722820780175,2.7115002841332556,0.04390701522326381,7.785264848152998,SOLUSDT_1h
5,24,34.0,66.0,18.0,8.0,1.8,1.0,0.05,3,3.0,7.0,8.0,1,risk_based,S,5.0,180.0,10000.0,19,0.7894736842105263,2395.3314985979305,2.1834967186960164,0.18503508204415894,7.771430216173276,SOLUSDT_1h
3,44,26.0,68.0,12.0,8.0,2.2,0.6,0.05,6,2.0,7.5,8.8,1,risk_based,S,5.0,180.0,10000.0,24,0.875,1014.1924200666381,2.545933433621978,0.05186870139464321,7.742953183126664,ETHUSDT_1h
3,44,26.0,68.0,12.0,8.0,2.2,0.6,0.05,6,2.0,7.5,8.8,1,risk_based,S,5.0,180.0,10000.0,29,0.8620689655172413,986.8273128066812,2.4672451902859684,0.03411129643769065,7.692087252341408,ETHUSDT_15m
4,24,30.0,66.0,14.0,7.8,1.8,1.0,0.15,3,1.0,6.5,8.8,1,risk_based,S,5.0,180.0,10000.0,22,0.6818181818181818,1249.968962409679,2.5566943787405783,0.05169945314482209,7.6709866331836425,SOLUSDT_1h
6,40,28.0,60.0,14.0,7.4,2.4,0.8,0.1,5,2.5,3.5,7.6,1,risk_based,S,5.0,180.0,10000.0,15,0.8,1581.625613240696,2.439375363108608,0.10136787499999983,7.656272714457913,SOLUSDT_1h
5,44,28.0,68.0,22.0,7.8,2.4,1.2,0.05,7,2.5,6.5,8.0,1,risk_based,S,5.0,180.0,10000.0,13,0.6153846153846154,2850.988857156877,2.0847882766425263,0.18503508204415897,7.648537087386376,SOLUSDT_1h
5,24,34.0,66.0,18.0,8.0,1.8,1.0,0.05,3,3.0,7.0,8.0,1,risk_based,S,5.0,180.0,10000.0,17,0.7058823529411765,2993.9229280520904,1.9058362833818865,0.1854937499999999,7.6479377742276275,ETHUSDT_4h
6,28,36.0,64.0,18.0,6.8,2.2,0.8,0.1,2,2.5,3.0,8.4,1,risk_based,S,5.0,180.0,10000.0,30,0.6666666666666666,2252.1593215281264,2.0131018652554724,0.07911557917503058,7.64101631451398,SOLUSDT_15m
4,20,30.0,60.0,14.0,6.8,2.4,0.6,0.05,5,1.0,7.5,7.8,1,risk_based,S,5.0,180.0,10000.0,20,0.75,2736.105271867058,1.9099315222300206,0.18293933267456264,7.532150318303412,ETHUSDT_4h
4,28,18.0,70.0,12.0,7.8,1.6,1.2,0.05,3,2.5,5.5,8.0,1,risk_based,S,5.0,180.0,10000.0,20,0.55,3698.348504651536,1.6379965231141036,0.2262190625,7.520684363379744,ETHUSDT_4h
6,24,18.0,70.0,20.0,8.0,1.6,0.8,0.0,5,1.5,6.5,8.6,1,risk_based,S,5.0,180.0,10000.0,18,0.8333333333333334,759.9059355963909,2.6348507556682157,0.04432837500000005,7.506622321932823,SOLUSDT_1h
6,36,32.0,70.0,18.0,7.6,1.6,1.2,0.1,3,2.5,4.5,8.0,1,risk_based,S,5.0,180.0,10000.0,16,0.6875,2102.0953498088256,2.152498914767695,0.08425554492921081,7.505576544556583,ETHUSDT_1h
6,28,34.0,66.0,22.0,7.0,2.2,0.8,0.2,7,2.0,7.5,8.8,1,risk_based,S,5.0,180.0,10000.0,26,0.6923076923076923,1879.155613915529,2.1123926995546825,0.056156385859217575,7.4939333939087795,SOLUSDT_15m
6,36,32.0,68.0,14.0,7.8,2.2,1.2,0.1,8,3.0,6.0,8.0,1,risk_based,S,5.0,180.0,10000.0,14,0.6428571428571429,2369.4399436319436,2.114458677619676,0.11699454542322528,7.491659376887335,ETHUSDT_1h
6,40,40.0,66.0,12.0,8.0,2.0,1.2,0.1,4,1.0,4.0,8.0,1,risk_based,S,5.0,180.0,10000.0,12,0.6666666666666666,2108.364147060587,2.294006925003695,0.1491246161919999,7.489004148491977,SOLUSDT_1h
6,40,28.0,60.0,14.0,7.4,2.4,0.8,0.1,5,2.5,3.5,7.6,1,risk_based,S,5.0,180.0,10000.0,25,0.68,2240.8761835651458,2.0109075792519353,0.10545087493560039,7.466338717262215,SOLUSDT_15m
6,36,18.0,64.0,20.0,7.8,1.8,0.8,0.1,5,2.0,6.5,8.4,1,risk_based,S,5.0,180.0,10000.0,24,0.7083333333333334,1687.227264447938,2.2057627410241016,0.06375777312979199,7.449979427106765,SOLUSDT_15m
3,32,24.0,70.0,22.0,7.8,2.6,0.8,0.15,3,3.0,7.0,7.6,1,risk_based,S,5.0,180.0,10000.0,18,0.7777777777777778,2107.7519892359524,2.1418185707405537,0.1611720200222342,7.434539737317024,ETHUSDT_1h
3,24,16.0,60.0,16.0,6.8,2.4,0.8,0.1,7,2.5,4.5,8.4,1,risk_based,S,5.0,180.0,10000.0,23,0.7391304347826086,1808.2687059621312,2.1348015480574674,0.07672571089085367,7.416390321578418,ETHUSDT_1h
6,20,24.0,64.0,20.0,7.4,1.6,1.2,0.2,2,2.5,3.5,8.4,1,risk_based,S,5.0,180.0,10000.0,13,0.6923076923076923,1494.3647108548685,2.433492809321567,0.09359960145307168,7.3790130636003255,SOLUSDT_1h
6,32,30.0,62.0,22.0,8.0,2.6,1.2,0.15,8,1.0,3.5,8.0,1,risk_based,S,5.0,180.0,10000.0,21,0.7142857142857143,2162.045221647142,2.0001606336278654,0.09162327108199132,7.378925247085469,ETHUSDT_15m
4,28,18.0,70.0,12.0,7.8,1.6,1.2,0.05,3,2.5,5.5,8.0,1,risk_based,S,5.0,180.0,10000.0,17,0.6470588235294118,2737.8529409226685,1.8995572040263493,0.15645305850904365,7.378196408742353,SOLUSDT_1h
6,28,34.0,66.0,22.0,7.0,2.2,0.8,0.2,7,2.0,7.5,8.8,1,risk_based,S,5.0,180.0,10000.0,14,0.8571428571428571,673.0267670219146,2.6234875840178726,0.03959999999999998,7.366916220771945,SOLUSDT_1h
3,36,16.0,66.0,22.0,7.6,2.0,0.8,0.1,3,2.0,6.0,7.8,1,risk_based,S,5.0,180.0,10000.0,21,0.7142857142857143,2710.2945764229444,1.8786346016680902,0.2020393656753335,7.352874254161696,ETHUSDT_1h
6,28,22.0,64.0,14.0,6.8,2.6,0.8,0.1,2,3.0,4.0,7.8,1,risk_based,S,5.0,180.0,10000.0,27,0.6296296296296297,2425.5285564569913,1.8710493743702632,0.10741414457216636,7.329829315925464,SOLUSDT_15m
6,36,14.0,60.0,12.0,7.0,2.4,0.6,0.1,6,3.0,4.0,8.2,1,risk_based,S,5.0,180.0,10000.0,14,0.7857142857142857,1306.523756663013,2.3580513551835214,0.057406380000000305,7.308978755601484,ETHUSDT_4h
5,44,28.0,68.0,22.0,7.8,2.4,1.2,0.05,7,2.5,6.5,8.0,1,risk_based,S,5.0,180.0,10000.0,21,0.7142857142857143,2297.242853760634,1.887566513567483,0.0890154954300589,7.2967579660339945,ETHUSDT_15m
6,28,34.0,66.0,22.0,7.0,2.2,0.8,0.2,7,2.0,7.5,8.8,1,risk_based,S,5.0,180.0,10000.0,24,0.8333333333333334,1090.0829854220738,2.287565716841833,0.03307968790664403,7.295975355385806,ETHUSDT_15m
5,44,34.0,68.0,16.0,7.2,2.6,0.6,0.0,7,1.5,5.0,7.6,1,risk_based,S,5.0,180.0,10000.0,15,0.8666666666666667,1524.0224999999991,2.2241365807815803,0.09750000000000007,7.279795661563159,ETHUSDT_4h
6,28,22.0,64.0,14.0,6.8,2.6,0.8,0.1,2,3.0,4.0,7.8,1,risk_based,S,5.0,180.0,10000.0,11,0.8181818181818182,1305.559691803479,2.3615558023031737,0.07295089326253344,7.257091343894953,ETHUSDT_4h
6,36,32.0,68.0,14.0,7.8,2.2,1.2,0.1,8,3.0,6.0,8.0,1,risk_based,S,5.0,180.0,10000.0,18,0.6111111111111112,1855.3288494967146,2.143161669484625,0.06102857657402313,7.235233125410563,BTCUSDT_15m
4,28,16.0,62.0,16.0,7.4,1.8,1.2,0.2,7,2.0,7.5,8.8,1,risk_based,S,5.0,180.0,10000.0,28,0.7142857142857143,1542.0542489650543,2.1078729022671716,0.05562582482173684,7.222351150462758,ETHUSDT_15m
4,32,36.0,62.0,16.0,7.6,2.2,1.0,0.15,7,3.0,5.5,8.0,1,risk_based,S,5.0,180.0,10000.0,12,0.6666666666666666,2409.8068941071033,1.9989423404940954,0.14262500000000009,7.219816575095294,ETHUSDT_4h
6,32,14.0,64.0,16.0,7.8,2.2,0.8,0.15,3,2.0,6.0,8.2,1,risk_based,S,5.0,180.0,10000.0,17,0.8235294117647058,888.8822024788733,2.445859879522258,0.058808000000000096,7.1794720791704485,SOLUSDT_1h
4,20,30.0,60.0,14.0,6.8,2.4,0.6,0.05,5,1.0,7.5,7.8,1,risk_based,S,5.0,180.0,10000.0,27,0.6666666666666666,1760.3259743744748,2.045293786568201,0.07174252743382813,7.175685965209392,BTCUSDT_15m
6,36,32.0,70.0,18.0,7.6,1.6,1.2,0.1,3,2.5,4.5,8.0,1,risk_based,S,5.0,180.0,10000.0,13,0.6923076923076923,2145.943366837022,2.1096697138113667,0.16671317809387481,7.163604798639669,SOLUSDT_1h
6,32,24.0,68.0,18.0,7.8,1.6,0.8,0.15,5,3.0,3.0,8.8,1,risk_based,S,5.0,180.0,10000.0,18,0.8333333333333334,1236.4876800422953,2.289195222502852,0.08732700000000003,7.162897125047999,SOLUSDT_1h
6,40,28.0,64.0,22.0,7.8,2.4,0.6,0.15,2,2.0,5.0,8.0,1,risk_based,S,5.0,180.0,10000.0,21,0.8095238095238095,2051.2627610183754,1.9840007094679573,0.17471437280936292,7.1294067758119155,SOLUSDT_1h
4,28,18.0,70.0,12.0,7.8,1.6,1.2,0.05,3,2.5,5.5,8.0,1,risk_based,S,5.0,180.0,10000.0,19,0.6842105263157895,2627.536504315187,1.7494368922343067,0.1422295775823544,7.106037345510421,SOLUSDT_4h
6,40,40.0,68.0,16.0,6.6,1.6,1.0,0.05,6,2.0,3.0,7.6,1,risk_based,S,5.0,180.0,10000.0,17,0.6470588235294118,1901.2123154740202,2.055323954245832,0.07791800000000003,7.088694459259802,SOLUSDT_1h
3,20,20.0,62.0,20.0,6.6,2.4,0.8,0.2,5,1.5,6.5,8.4,1,risk_based,S,5.0,180.0,10000.0,28,0.7857142857142857,935.1234890982596,2.2271854796665753,0.019803908868461163,7.068654150397455,ETHUSDT_15m
3,20,36.0,64.0,14.0,7.2,1.8,0.6,0.2,2,3.0,6.0,7.6,1,risk_based,S,5.0,180.0,10000.0,26,0.8461538461538461,1642.3451932345579,1.9297730873360586,0.09286592896097304,7.012524350254525,ETHUSDT_1h
5,32,24.0,60.0,12.0,8.0,2.4,0.6,0.0,6,1.5,7.0,8.0,1,risk_based,S,5.0,180.0,10000.0,23,0.7391304347826086,1433.8497630378697,2.132419259584105,0.09710799565113513,6.976059947426587,BTCUSDT_15m
4,40,28.0,64.0,22.0,7.4,1.6,0.8,0.1,3,2.0,4.0,8.0,1,risk_based,S,5.0,180.0,10000.0,27,0.7037037037037037,1933.5802483539155,1.8490111878858335,0.08907579195758678,6.959930803808377,ETHUSDT_15m
4,28,16.0,62.0,16.0,7.4,1.8,1.2,0.2,7,2.0,7.5,8.8,1,risk_based,S,5.0,180.0,10000.0,17,0.6470588235294118,1451.0815920241675,2.20906659470907,0.07376833650061043,6.958498007234594,SOLUSDT_1h
5,32,30.0,60.0,16.0,7.4,1.8,1.2,0.2,6,2.0,6.5,8.2,1,risk_based,S,5.0,180.0,10000.0,22,0.7272727272727273,1262.766208762283,2.138812579219992,0.039599999999999996,6.952500458111358,ETHUSDT_15m
3,36,22.0,66.0,18.0,8.0,2.0,0.8,0.0,4,2.5,3.5,8.8,1,risk_based,S,5.0,180.0,10000.0,24,0.75,1639.5379547764078,1.988922144066751,0.09441868836811336,6.939126177805569,ETHUSDT_1h
3,24,16.0,60.0,16.0,6.8,2.4,0.8,0.1,7,2.5,4.5,8.4,1,risk_based,S,5.0,180.0,10000.0,27,0.7777777777777778,1151.4349989683797,2.0902624496109334,0.034820237672306326,6.934165851839995,ETHUSDT_15m
4,24,40.0,62.0,14.0,7.8,1.6,0.8,0.1,8,2.5,8.0,8.8,1,risk_based,S,5.0,180.0,10000.0,26,0.8076923076923077,1304.7198365931927,2.0166205180732963,0.061050379058851315,6.886348197101693,ETHUSDT_15m
4,24,14.0,70.0,14.0,7.8,2.0,1.0,0.0,8,2.0,5.5,8.6,1,risk_based,S,5.0,180.0,10000.0,23,0.6521739130434783,1636.1636650846613,2.0129848452379577,0.07967234341329857,6.861377194885899,SOLUSDT_1h
4,20,14.0,62.0,16.0,7.4,2.2,0.6,0.15,7,2.0,6.0,8.0,1,risk_based,S,5.0,180.0,10000.0,12,0.75,1803.3595858654826,1.9883484893308894,0.09630741644170325,6.856134315202152,ETHUSDT_4h
5,28,22.0,68.0,22.0,7.4,2.4,0.6,0.2,3,1.0,4.5,8.6,1,risk_based,S,5.0,180.0,10000.0,24,0.7916666666666666,796.2708168827539,2.210061130027576,0.03278062771449643,6.785551193794417,SOLUSDT_15m
6,24,20.0,64.0,14.0,6.6,2.4,0.6,0.1,2,1.0,7.5,8.2,1,risk_based,S,5.0,180.0,10000.0,28,0.6785714285714286,1173.7373259307114,2.0739693499883227,0.04427096712500361,6.766720267389488,SOLUSDT_15m
6,40,32.0,62.0,22.0,7.8,2.2,1.2,0.05,3,1.0,3.5,8.8,1,risk_based,S,5.0,180.0,10000.0,22,0.6818181818181818,882.7855643255207,2.2501857572921335,0.026710242836736186,6.7657536231268525,ETHUSDT_15m
6,40,32.0,62.0,22.0,7.8,2.2,1.2,0.05,3,1.0,3.5,8.8,1,risk_based,S,5.0,180.0,10000.0,13,0.6153846153846154,1029.7253147570227,2.3000510490384665,0.0327806277144964,6.71456245276739,SOLUSDT_15m
4,20,26.0,66.0,22.0,8.0,2.0,0.6,0.05,4,2.0,6.5,7.6,1,risk_based,S,5.0,180.0,10000.0,20,0.8,1975.432193638655,1.7612938182544704,0.1410694480628078,6.674811485959173,ETHUSDT_4h
6,36,32.0,70.0,18.0,7.6,1.6,1.2,0.1,3,2.5,4.5,8.0,1,risk_based,S,5.0,180.0,10000.0,16,0.625,2352.3374334728123,1.7214024048421315,0.12901612499999995,6.665593868157075,ETHUSDT_4h
5,32,24.0,62.0,18.0,7.6,2.0,1.2,0.1,8,2.5,5.0,8.8,1,risk_based,S,5.0,180.0,10000.0,19,0.631578947368421,1537.7173477470387,2.0102640857867358,0.07664417534643601,6.655681414333834,SOLUSDT_15m
3,36,22.0,66.0,18.0,8.0,2.0,0.8,0.0,4,2.5,3.5,8.8,1,risk_based,S,5.0,180.0,10000.0,30,0.8,1039.3579487373772,1.9696088598661436,0.042794229756327365,6.650192979200682,ETHUSDT_15m
4,20,14.0,62.0,16.0,7.4,2.2,0.6,0.15,7,2.0,6.0,8.0,1,risk_based,S,5.0,180.0,10000.0,27,0.8148148148148148,1302.745954087657,1.8822058522882972,0.06004050615570452,6.649258362419361,SOLUSDT_15m
3,36,36.0,60.0,14.0,7.2,2.0,0.6,0.05,3,1.5,7.0,7.6,1,risk_based,S,5.0,180.0,10000.0,28,0.8571428571428571,1450.7139345907071,1.826145696216557,0.10528104855618246,6.6328764670695595,ETHUSDT_1h
6,36,32.0,68.0,14.0,7.8,2.2,1.2,0.1,8,3.0,6.0,8.0,1,risk_based,S,5.0,180.0,10000.0,22,0.7272727272727273,1847.0916265407468,1.800320857666579,0.12519226239511616,6.603065645597647,ETHUSDT_15m
6,36,18.0,64.0,20.0,7.8,1.8,0.8,0.1,5,2.0,6.5,8.4,1,risk_based,S,5.0,180.0,10000.0,20,0.7,1369.8440799863765,1.9750020460465343,0.062145833299098584,6.58341067218215,ETHUSDT_4h
4,24,14.0,70.0,14.0,7.8,2.0,1.0,0.0,8,2.0,5.5,8.6,1,risk_based,S,5.0,180.0,10000.0,24,0.7083333333333334,1455.7125051167332,1.896338879814491,0.07010230400000003,6.580583352745714,SOLUSDT_15m
6,40,40.0,66.0,12.0,8.0,2.0,1.2,0.1,4,1.0,4.0,8.0,1,risk_based,S,5.0,180.0,10000.0,19,0.631578947368421,1526.2909014537345,1.9428820461722738,0.05882549377005342,6.562946933540753,BTCUSDT_15m
3,40,36.0,64.0,20.0,7.0,2.4,0.6,0.1,8,3.0,7.5,7.8,1,risk_based,S,5.0,180.0,10000.0,25,0.8,1287.2308762194043,1.8770624866324486,0.06229644523620511,6.554466513775686,SOLUSDT_15m
6,40,40.0,66.0,12.0,8.0,2.0,1.2,0.1,4,1.0,4.0,8.0,1,risk_based,S,5.0,180.0,10000.0,21,0.7619047619047619,1655.9687057144365,1.8266252221432526,0.10887668088375096,6.545446250206831,ETHUSDT_15m
5,32,30.0,60.0,16.0,7.4,1.8,1.2,0.2,6,2.0,6.5,8.2,1,risk_based,S,5.0,180.0,10000.0,15,0.6,1364.1130546767963,2.1322164362050713,0.09607920319999994,6.5403083174869385,SOLUSDT_1h
4,28,38.0,62.0,20.0,6.6,2.4,1.0,0.15,2,1.0,5.5,8.8,1,risk_based,S,5.0,180.0,10000.0,26,0.7307692307692307,794.1420369889856,2.111706357408132,0.03160213517684988,6.538902192428546,ETHUSDT_15m
4,44,34.0,64.0,20.0,8.0,2.6,0.8,0.1,5,1.0,5.0,7.8,1,risk_based,S,5.0,180.0,10000.0,25,0.76,1490.9099002848852,1.8142928979467998,0.07926384011255926,6.521704175840807,ETHUSDT_15m
5,44,40.0,60.0,14.0,7.8,2.0,1.0,0.05,3,2.0,3.5,7.6,1,risk_based,S,5.0,180.0,10000.0,17,0.6470588235294118,2131.0749862646244,1.7807768713356278,0.16317129939687502,6.513703066039373,ETHUSDT_4h
4,28,26.0,60.0,22.0,7.6,2.4,1.0,0.0,7,2.0,7.0,8.0,1,risk_based,S,5.0,180.0,10000.0,21,0.6666666666666666,1560.4328260751445,1.8982805147366462,0.09089397131436787,6.504311941605333,SOLUSDT_15m
4,32,36.0,62.0,16.0,7.6,2.2,1.0,0.15,7,3.0,5.5,8.0,1,risk_based,S,5.0,180.0,10000.0,21,0.7142857142857143,1589.550615773329,1.8918908834506523,0.12609154821570318,6.486486309456095,SOLUSDT_15m
5,32,26.0,66.0,22.0,6.6,2.6,0.6,0.0,5,2.0,3.5,7.8,1,risk_based,S,5.0,180.0,10000.0,19,0.7894736842105263,1275.7555434797578,1.9516092529914202,0.08577031446649824,6.485873632378892,ETHUSDT_15m
3,32,14.0,70.0,20.0,6.6,2.0,0.8,0.0,8,1.0,3.0,7.8,1,risk_based,S,5.0,180.0,10000.0,28,0.5714285714285714,2105.631878175962,1.6633896826919694,0.12283269862011902,6.481056004842401,BTCUSDT_1h
5,24,14.0,62.0,20.0,6.8,1.6,1.2,0.0,8,3.0,4.0,7.8,1,risk_based,S,5.0,180.0,10000.0,22,0.7272727272727273,1698.9212339207115,1.7394792357908444,0.07839999999999997,6.473588796411492,ETHUSDT_15m
5,24,34.0,66.0,18.0,8.0,1.8,1.0,0.05,3,3.0,7.0,8.0,1,risk_based,S,5.0,180.0,10000.0,16,0.6875,1924.463286308801,1.726842950216458,0.09749999999999989,6.436899186741718,SOLUSDT_4h
6,32,30.0,62.0,22.0,8.0,2.6,1.2,0.15,8,1.0,3.5,8.0,1,risk_based,S,5.0,180.0,10000.0,13,0.6153846153846154,1610.8671566369012,1.9648840765890825,0.09685401924659348,6.433150175152209,ETHUSDT_1h
6,28,26.0,70.0,16.0,7.0,1.8,1.2,0.15,7,1.5,7.5,8.4,1,risk_based,S,5.0,180.0,10000.0,20,0.6,1335.1726860153049,1.9628516246413805,0.04360341211346074,6.430065698957684,SOLUSDT_15m
3,36,36.0,60.0,14.0,7.2,2.0,0.6,0.05,3,1.5,7.0,7.6,1,risk_based,S,5.0,180.0,10000.0,31,0.8709677419354839,919.0363841208327,1.9086054679300728,0.08176162244271218,6.417414065556068,ETHUSDT_15m
3,28,30.0,66.0,22.0,7.6,1.6,1.0,0.0,8,2.5,6.5,7.6,1,risk_based,S,5.0,180.0,10000.0,28,0.7857142857142857,1425.475787797197,1.6975476542400714,0.05000000000000003,6.409142524848768,ETHUSDT_15m
5,28,24.0,68.0,12.0,7.0,1.8,0.8,0.15,7,1.5,4.5,7.6,1,risk_based,S,5.0,180.0,10000.0,16,0.6875,1776.1506620731761,1.7481826388856296,0.08797500000000001,6.359840939844435,SOLUSDT_4h
4,44,34.0,66.0,20.0,6.8,2.2,1.2,0.2,5,3.0,5.0,8.4,1,risk_based,S,5.0,180.0,10000.0,15,0.5333333333333333,2099.6403034907707,1.805802774353436,0.1589718304999999,6.334330360697642,ETHUSDT_4h
4,28,26.0,60.0,22.0,7.6,2.4,1.0,0.0,7,2.0,7.0,8.0,1,risk_based,S,5.0,180.0,10000.0,13,0.6153846153846154,2175.5928555519986,1.70079663711618,0.1426250000000001,6.3323880528612815,ETHUSDT_4h
4,40,32.0,68.0,18.0,7.2,2.2,1.2,0.05,2,1.0,8.0,8.2,1,risk_based,S,5.0,180.0,10000.0,14,0.5714285714285714,1181.5710451315845,2.1240999863834906,0.08743379049999996,6.304612503541423,ETHUSDT_4h
4,24,40.0,62.0,14.0,7.8,1.6,0.8,0.1,8,2.5,8.0,8.8,1,risk_based,S,5.0,180.0,10000.0,25,0.72,1405.2438881498601,1.8151829453345696,0.10632839333358773,6.296624598818236,SOLUSDT_1h
4,44,34.0,66.0,20.0,6.8,2.2,1.2,0.2,5,3.0,5.0,8.4,1,risk_based,S,5.0,180.0,10000.0,20,0.65,1553.5369129064202,1.8209044715497662,0.09388302685963827,6.288696775427039,SOLUSDT_1h
3,40,36.0,60.0,22.0,7.4,2.6,1.0,0.0,4,2.5,4.0,8.2,1,risk_based,S,5.0,180.0,10000.0,24,0.5833333333333334,1821.3975851602008,1.7343201526532706,0.12239251192700186,6.277860354685737,BTCUSDT_1h
6,24,18.0,70.0,20.0,8.0,1.6,0.8,0.0,5,1.5,6.5,8.6,1,risk_based,S,5.0,180.0,10000.0,23,0.7391304347826086,915.2180207391975,1.9488222506857553,0.039327447206259164,6.263575832665844,SOLUSDT_15m
3,40,40.0,68.0,16.0,6.8,1.8,1.0,0.0,2,3.0,4.0,8.0,1,risk_based,S,5.0,180.0,10000.0,25,0.64,2203.934875745901,1.5602301355772088,0.18462730239999997,6.2305132397003185,ETHUSDT_4h
3,32,24.0,70.0,22.0,7.8,2.6,0.8,0.15,3,3.0,7.0,7.6,1,risk_based,S,5.0,180.0,10000.0,27,0.7037037037037037,1370.4901436173586,1.7782650902729409,0.097550725913765,6.229923701977501,BTCUSDT_15m
6,20,20.0,62.0,12.0,7.6,1.6,0.8,0.2,3,1.0,3.5,8.6,1,risk_based,S,5.0,180.0,10000.0,21,0.8571428571428571,340.2277394164739,2.1097144262896044,0.02970099999999995,6.176267877709969,SOLUSDT_1h
5,24,14.0,62.0,20.0,6.8,1.6,1.2,0.0,8,3.0,4.0,7.8,1,risk_based,S,5.0,180.0,10000.0,14,0.6428571428571429,1612.1616159471541,1.7739731031712378,0.07839999999999993,6.169193536575345,ETHUSDT_4h
4,32,36.0,62.0,16.0,7.6,2.2,1.0,0.15,7,3.0,5.5,8.0,1,risk_based,S,5.0,180.0,10000.0,21,0.6190476190476191,1658.2655811935256,1.7255772280847974,0.1043936813485517,6.144810421888894,BTCUSDT_15m
6,36,26.0,64.0,14.0,7.0,2.4,1.2,0.0,8,1.0,3.5,7.8,1,risk_based,S,5.0,180.0,10000.0,18,0.5,1728.766427070048,1.8112937592280578,0.10687692241398432,6.140723178284211,SOLUSDT_15m
6,28,26.0,70.0,16.0,7.0,1.8,1.2,0.15,7,1.5,7.5,8.4,1,risk_based,S,5.0,180.0,10000.0,17,0.7647058823529411,787.7143056959994,1.9931926185806732,0.04458417310375882,6.127405847075481,BTCUSDT_15m
6,32,16.0,68.0,12.0,7.8,2.6,1.0,0.2,4,1.0,3.5,7.8,1,risk_based,S,5.0,180.0,10000.0,21,0.6190476190476191,1546.413562673044,1.7424949236151128,0.09186057642810272,6.10439310919039,BTCUSDT_15m
3,32,14.0,70.0,20.0,6.6,2.0,0.8,0.0,8,1.0,3.0,7.8,1,risk_based,S,5.0,180.0,10000.0,28,0.8571428571428571,828.4150440804951,1.7860579060890627,0.04770297729603845,6.1031362100847915,ETHUSDT_15m
5,44,34.0,68.0,16.0,7.2,2.6,0.6,0.0,7,1.5,5.0,7.6,1,risk_based,S,5.0,180.0,10000.0,23,0.6956521739130435,1522.8867200455588,1.6351976239845059,0.07186019831189053,6.081179633948464,SOLUSDT_15m
6,20,24.0,64.0,20.0,7.4,1.6,1.2,0.2,2,2.5,3.5,8.4,1,risk_based,S,5.0,180.0,10000.0,24,0.7083333333333334,1246.44684159608,1.7122135241945313,0.04937499999999996,6.065248889985142,ETHUSDT_15m
