timestamp,open,high,low,close
1673510400,18164.0,18219.0,18165.0,18201.0
1673524800,18200.0,18351.0,18011.5,18087.5
1673539200,18086.0,19011.0,18058.5,18885.0
1673553600,18885.0,19079.5,18760.0,18842.5
1673568000,18842.5,18884.0,18716.0,18860.0
1673582400,18859.5,18874.5,18778.0,18823.0
1673596800,18823.0,19046.5,18809.5,18928.0
1673611200,18908.0,19289.5,18818.0,19274.0
1673625600,19271.0,19385.0,19078.0,19360.5
1673640000,19361.5,19996.0,19320.0,19926.5
1673654400,19929.0,21438.0,19890.5,20992.5
1673668800,20991.0,21039.0,20810.0,20924.5
1673683200,20921.5,21034.5,20258.5,20717.5
1673697600,20717.5,21146.5,20573.5,20770.0
1673712000,20771.5,20903.5,20667.5,20802.0
1673726400,20792.5,21078.5,20776.0,20957.0
1673740800,20956.0,20999.5,20572.0,20723.0
1673755200,20730.0,20785.5,20669.0,20735.5
1673769600,20736.0,20764.5,20580.0,20730.0
1673784000,20727.0,20972.5,20658.5,20916.5
1673798400,20916.5,21053.5,20663.5,20865.5
1673812800,20865.5,20959.0,20747.0,20873.5
1673827200,20873.5,21435.5,20777.0,21079.5
1673841600,21084.5,21216.0,21046.5,21111.0
1673856000,21111.5,21113.5,20673.5,20816.5
1673870400,20816.5,21044.5,20611.0,20990.5
1673884800,20988.0,21408.0,20912.5,21310.5
1673899200,21308.5,21433.5,21063.0,21187.0
1673913600,21187.0,21295.0,20863.0,21124.5
1673928000,21124.5,21228.5,21058.5,21132.5
1673942400,21132.5,21243.0,21080.5,21220.5
1673956800,21220.5,21570.5,21060.0,21179.5
1673971200,21177.5,21403.0,21080.0,21337.0
1673985600,21337.0,21403.0,21120.0,21125.0
1674000000,21127.5,21375.0,21103.0,21261.0
1674014400,21260.0,21321.0,21230.0,21308.0
1674028800,21309.5,21316.0,21160.0,21202.0
1674043200,21202.0,21604.5,20854.0,21029.0
1674057600,21028.0,21125.0,20404.0,20900.5
1674072000,20900.5,20937.5,20652.5,20682.0
1674086400,20679.0,20817.5,20664.0,20746.0
1674100800,20746.0,20870.0,20746.0,20811.5
1674115200,20814.0,20844.0,20707.0,20743.5
1674129600,20743.5,20872.5,20665.0,20872.5
1674144000,20872.5,20872.5,20795.0,20872.5
1674158400,20872.5,21125.0,20872.5,21071.5
1674172800,21071.0,21209.0,21009.0,21087.5
1674187200,21087.5,21129.0,20927.5,20961.0
1674201600,20961.0,20994.0,20902.5,20963.5
1674216000,20962.0,21229.0,20956.0,21142.5
1674230400,21142.5,21518.0,21140.5,21499.5
1674244800,21514.0,22743.5,21510.5,22672.5
1674259200,22667.5,22745.5,22436.5,22544.5
1674273600,22549.0,22671.5,22517.0,22640.0
1674288000,22640.0,23333.0,22611.0,22904.0
1674302400,22904.0,23285.0,22856.0,23000.0
1674316800,22996.0,23317.0,22985.0,23277.0
1674331200,23287.0,23304.5,22706.0,22783.5
1674345600,22791.0,22971.0,22612.5,22770.0
1674360000,22770.0,22967.5,22723.0,22896.0
1674374400,22895.5,22936.5,22735.5,22787.0
1674388800,22788.5,23077.0,22655.5,22786.0
1674403200,22786.0,22957.0,22677.5,22717.5
1674417600,22719.0,22780.5,22325.5,22713.5
1674432000,22713.5,22816.0,22655.5,22666.0
1674446400,22670.0,22798.0,22621.0,22696.0
1674460800,22696.0,22955.0,22662.5,22906.0
1674475200,22906.0,23110.5,22507.0,22848.0
1674489600,22854.0,23175.0,22655.5,22796.0
1674504000,22794.0,23048.0,22761.0,22916.0
1674518400,22916.0,23144.5,22870.0,23082.5
1674532800,23082.5,23163.0,23024.0,23055.5
1674547200,23055.5,23093.0,22768.5,22916.0
1674561600,22916.0,23033.5,22732.0,22931.5
1674576000,22932.5,23067.5,22784.5,23018.5
1674590400,23018.5,23080.5,22485.0,22633.0
1674604800,22631.0,22703.0,22348.5,22647.0
1674619200,22646.0,22762.0,22608.0,22710.0
1674633600,22710.0,22737.0,22490.0,22601.0
1674648000,22601.0,22743.0,22344.5,22581.0
1674662400,22581.0,22764.5,22521.5,22752.5
1674676800,22752.5,23821.5,22752.5,23058.0
1674691200,23065.0,23268.5,23046.0,23134.0
1674705600,23138.5,23198.5,22920.0,22968.5
1674720000,22968.5,23049.0,22860.0,22995.0
1674734400,22995.0,23241.5,22899.5,22961.5
1674748800,22958.0,23106.5,22866.0,23075.0
1674763200,23072.0,23152.5,22968.0,23007.5
1674777600,23007.5,23076.5,22529.0,22769.5
1674792000,22769.5,23101.0,22761.0,23075.0
1674806400,23075.0,23085.0,22908.5,22968.5
1674820800,22969.5,23147.0,22844.0,22995.5
1674835200,22927.0,23281.0,22927.0,23253.5
1674849600,23258.0,23499.5,22953.0,23075.0
1674864000,23075.0,23184.0,23045.0,23120.0
1674878400,23120.0,23135.5,22943.0,22996.0
1674892800,22996.0,23030.5,22936.5,22984.0
1674907200,22984.0,23046.5,22884.5,23016.5
1674921600,23016.0,23053.5,22973.0,23041.5
1674936000,23041.5,23045.5,22948.5,23027.5
1674950400,23026.5,23527.0,22971.5,23196.5
1674964800,23200.0,23271.0,23154.0,23205.5
1674979200,23205.5,23608.5,23143.5,23436.5
1674993600,23435.5,23647.0,23353.5,23523.0
1675008000,23523.0,23971.0,23474.0,23904.0
1675022400,23904.0,23915.0,23649.0,23742.0
1675036800,23742.5,23800.0,23578.5,23699.0
1675051200,23699.0,23768.0,23600.5,23643.0
1675065600,23636.0,23688.5,23035.0,23084.0
1675080000,23081.0,23325.0,22978.5,23181.5
1675094400,23181.5,23261.0,22638.5,22786.0
1675108800,22783.5,22843.0,22531.0,22826.0
1675123200,22826.0,22913.0,22713.0,22834.0
1675137600,22834.5,22985.0,22744.0,22970.0
1675152000,22973.0,22992.0,22806.0,22867.5
1675166400,22875.0,23203.0,22851.5,23120.0
1675180800,23122.0,23221.0,23080.5,23168.0
1675195200,23168.0,23311.0,22818.0,23133.5
1675209600,23133.5,23183.0,23004.0,23135.5
1675224000,23134.5,23169.0,23019.0,23079.0
1675238400,23079.0,23100.0,22924.5,23078.5
1675252800,23080.0,23146.5,22945.5,22981.0
1675267200,22981.0,23494.0,22779.0,23384.0
1675281600,23386.0,23819.5,23322.0,23734.0
1675296000,23736.0,24243.0,23696.0,23855.5
1675310400,23855.0,23930.0,23681.0,23784.5
1675324800,23787.0,23858.5,23753.0,23824.0
1675339200,23824.0,23936.0,23537.0,23841.5
1675353600,23834.0,24139.0,23727.5,23807.0
1675368000,23807.0,23920.0,23388.0,23488.0
1675382400,23526.5,23593.5,23416.0,23536.5
1675396800,23537.0,23566.5,23450.0,23455.0
1675411200,23455.0,23544.0,23342.0,23537.0
1675425600,23534.5,23703.5,23234.0,23602.0
1675440000,23602.0,23708.0,23304.5,23312.0
1675454400,23307.0,23469.5,23210.0,23430.0
1675468800,23430.0,23458.0,23335.0,23346.0
1675483200,23344.0,23363.5,23258.5,23334.5
1675497600,23332.0,23377.5,23295.0,23365.0
1675512000,23365.5,23589.0,23342.5,23421.0
1675526400,23421.0,23471.5,23363.5,23429.0
1675540800,23429.0,23450.0,23260.5,23324.0
1675555200,23324.0,23372.0,23230.0,23349.5
1675569600,23349.5,23437.0,23332.0,23380.0
1675584000,23380.0,23422.0,23347.0,23356.5
1675598400,23356.5,23374.5,23007.0,23102.5
1675612800,23102.5,23157.5,22804.0,22895.0
1675627200,22893.5,23036.5,22820.0,22936.0
1675641600,22936.0,23097.5,22837.5,22899.0
1675656000,22899.0,22929.0,22627.0,22880.0
1675670400,22880.5,22939.5,22738.0,22881.0
1675684800,22888.0,23051.5,22750.0,23048.0
1675699200,23051.5,23156.5,22921.0,23031.5
1675713600,23031.5,23031.5,22639.5,22759.5
1675728000,22758.5,22905.5,22745.0,22879.0
1675742400,22883.5,22985.0,22868.0,22909.5
1675756800,22909.5,23064.0,22865.5,22978.0
1675771200,22978.0,23042.0,22883.5,22910.0
1675785600,22910.0,23356.0,22772.5,23094.0
1675800000,23097.0,23306.5,23033.0,23240.5
1675814400,23240.5,23443.0,23232.0,23265.0
1675828800,23261.5,23291.5,23186.5,23238.0
1675843200,23237.5,23247.5,23146.0,23161.0
