timestamp,open,high,low,close
1673517600,18164.0,18210.0,18183.0,18184.0
1673521200,18185.0,18219.0,18165.0,18201.0
1673524800,18200.0,18274.0,18193.0,18269.0
1673528400,18267.0,18320.0,18210.0,18285.5
1673532000,18284.5,18351.0,18011.5,18011.5
1673535600,18044.5,18128.0,18022.5,18087.5
1673539200,18086.0,18146.0,18058.5,18134.0
1673542800,18134.0,18856.5,18104.0,18847.0
1673546400,18818.0,18960.5,18623.0,18797.5
1673550000,18803.5,19011.0,18762.0,18885.0
1673553600,18885.0,19062.5,18823.5,19056.5
1673557200,19054.5,19079.5,18760.0,18823.0
1673560800,18828.0,18928.0,18785.0,18911.5
1673564400,18910.0,18910.0,18842.5,18842.5
1673568000,18842.5,18884.0,18716.0,18772.0
1673571600,18772.0,18814.0,18746.5,18807.0
1673575200,18808.5,18838.0,18786.5,18837.0
1673578800,18837.0,18863.0,18821.5,18860.0
1673582400,18859.5,18874.5,18817.5,18819.5
1673586000,18819.5,18833.0,18778.0,18786.0
1673589600,18786.0,18861.0,18781.0,18850.0
1673593200,18850.0,18851.5,18786.0,18823.0
1673596800,18823.0,18856.5,18809.5,18839.0
1673600400,18839.5,18896.0,18839.0,18886.5
1673604000,18905.5,19046.5,18861.0,19014.0
1673607600,19015.0,19022.5,18902.5,18928.0
1673611200,18908.0,18933.0,18834.5,18856.5
1673614800,18846.0,18900.0,18818.0,18885.0
1673618400,18851.5,19106.0,18837.0,19090.0
1673622000,19005.5,19289.5,19005.5,19274.0
1673625600,19271.0,19271.0,19078.0,19134.0
1673629200,19134.0,19382.0,19104.0,19254.0
1673632800,19254.0,19385.0,19254.0,19289.0
1673636400,19289.0,19370.5,19246.0,19360.5
1673640000,19361.5,19488.0,19320.0,19469.5
1673643600,19464.5,19891.0,19376.0,19812.5
1673647200,19817.5,19996.0,19790.0,19850.5
1673650800,19850.5,19933.0,19744.0,19926.5
1673654400,19929.0,21438.0,19890.5,20916.0
1673658000,20904.0,21108.0,20717.0,20934.5
1673661600,20938.5,21054.5,20858.5,20955.5
1673665200,20958.0,21009.0,20808.5,20992.5
1673668800,20991.0,21039.0,20901.0,20917.0
1673672400,20923.5,20936.5,20810.0,20871.0
1673676000,20871.0,20999.0,20871.0,20981.0
1673679600,20985.5,20992.0,20865.0,20924.5
1673683200,20921.5,21034.5,20890.0,21010.5
1673686800,21009.5,21015.0,20326.0,20539.5
1673690400,20532.5,20535.5,20258.5,20501.0
1673694000,20500.5,20744.0,20480.0,20717.5
1673697600,20717.5,20961.0,20573.5,20898.0
1673701200,20902.0,20952.5,20775.0,20922.5
1673704800,20922.0,21146.5,20634.0,20809.5
1673708400,20814.0,20876.0,20636.0,20770.0
1673712000,20771.5,20869.0,20753.0,20815.5
1673715600,20820.0,20903.5,20751.0,20764.0
1673719200,20762.0,20806.0,20667.5,20766.0
1673722800,20766.0,20868.0,20729.5,20802.0
1673726400,20792.5,20907.0,20776.0,20891.0
1673730000,20891.0,20948.0,20844.0,20915.0
1673733600,20913.5,21042.0,20874.0,21000.0
1673737200,21000.0,21078.5,20942.0,20957.0
1673740800,20956.0,20999.5,20639.0,20762.0
1673744400,20762.0,20786.5,20650.0,20772.0
1673748000,20773.5,20817.5,20669.5,20673.0
1673751600,20673.0,20746.5,20572.0,20723.0
1673755200,20730.0,20763.0,20684.0,20700.5
1673758800,20700.5,20785.5,20680.0,20747.5
1673762400,20747.5,20785.5,20695.0,20714.0
1673766000,20710.0,20738.5,20669.0,20735.5
1673769600,20736.0,20757.0,20596.5,20619.0
1673773200,20621.0,20759.0,20580.0,20752.5
1673776800,20764.0,20764.5,20700.0,20740.5
1673780400,20740.5,20749.0,20677.0,20730.0
1673784000,20727.0,20747.5,20658.5,20699.5
1673787600,20699.5,20814.5,20692.0,20712.0
1673791200,20712.0,20824.5,20691.0,20796.5
1673794800,20799.0,20972.5,20785.0,20916.5
1673798400,20916.5,20963.0,20857.0,20870.5
1673802000,20874.0,21053.5,20874.0,20923.5
1673805600,20919.0,20922.0,20663.5,20810.0
1673809200,20810.0,20900.5,20773.0,20865.5
1673812800,20865.5,20927.5,20832.5,20902.5
1673816400,20902.5,20933.0,20857.0,20898.0
1673820000,20898.0,20959.0,20747.0,20917.0
1673823600,20920.0,20938.0,20840.0,20873.5
1673827200,20873.5,21010.0,20777.0,20977.0
1673830800,20973.0,21310.0,20925.5,21183.5
1673834400,21190.0,21435.5,21127.0,21202.5
1673838000,21210.0,21223.5,21038.0,21079.5
1673841600,21084.5,21167.5,21046.5,21152.5
1673845200,21152.5,21212.0,21124.5,21191.5
1673848800,21191.5,21216.0,21110.0,21153.0
1673852400,21153.0,21159.5,21069.0,21111.0
1673856000,21111.5,21113.5,20673.5,20749.5
1673859600,20748.0,20841.5,20723.5,20826.0
1673863200,20824.5,20899.0,20800.5,20848.5
1673866800,20848.5,20860.0,20776.0,20816.5
1673870400,20816.5,20867.5,20778.0,20784.5
1673874000,20783.5,20872.0,20773.5,20827.5
1673877600,20824.0,20893.0,20764.0,20852.0
1673881200,20852.0,21044.5,20611.0,20990.5
1673884800,20988.0,21047.0,20912.5,20996.0
1673888400,20996.5,21144.5,20985.0,21099.5
1673892000,21099.5,21291.0,21049.5,21281.5
1673895600,21280.0,21408.0,21239.5,21310.5
1673899200,21308.5,21433.5,21220.5,21283.5
1673902800,21289.5,21291.0,21063.0,21131.0
1673906400,21131.0,21222.0,21128.0,21184.0
1673910000,21184.0,21222.0,21097.5,21187.0
1673913600,21187.0,21295.0,21060.5,21105.0
1673917200,21103.5,21139.0,20863.0,21038.0
1673920800,21038.0,21107.5,20984.0,21101.0
1673924400,21101.0,21170.0,21066.5,21124.5
1673928000,21124.5,21228.5,21104.0,21155.5
1673931600,21156.5,21185.0,21131.0,21153.0
1673935200,21153.0,21157.0,21064.0,21070.0
1673938800,21073.0,21173.0,21058.5,21132.5
