timestamp,open,high,low,close
1673481600,18164.0,19079.5,18011.5,18842.5
1673568000,18842.5,19996.0,18716.0,19926.5
1673654400,19929.0,21438.0,19890.5,20957.0
1673740800,20956.0,21053.5,20572.0,20873.5
1673827200,20873.5,21435.5,20611.0,21187.0
1673913600,21187.0,21570.5,20863.0,21125.0
1674000000,21127.5,21604.5,20404.0,20682.0
1674086400,20679.0,21125.0,20664.0,21071.5
1674172800,21071.0,22743.5,20902.5,22672.5
1674259200,22667.5,23333.0,22436.5,22783.5
1674345600,22791.0,23077.0,22325.5,22713.5
1674432000,22713.5,23175.0,22507.0,22916.0
1674518400,22916.0,23163.0,22485.0,22633.0
1674604800,22631.0,23821.5,22344.5,23058.0
1674691200,23065.0,23268.5,22860.0,23007.5
1674777600,23007.5,23499.5,22529.0,23075.0
1674864000,23075.0,23184.0,22884.5,23027.5
1674950400,23026.5,23971.0,22971.5,23742.0
1675036800,23742.5,23800.0,22531.0,22826.0
1675123200,22826.0,23311.0,22713.0,23133.5
1675209600,23133.5,23819.5,22779.0,23734.0
1675296000,23736.0,24243.0,23388.0,23488.0
1675382400,23526.5,23708.0,23210.0,23430.0
1675468800,23430.0,23589.0,23258.5,23324.0
1675555200,23324.0,23437.0,22804.0,22936.0
1675641600,22936.0,23156.5,22627.0,22759.5
1675728000,22758.5,23356.0,22745.0,23240.5
1675814400,23240.5,23443.0,22675.0,22964.0
1675900800,22966.0,23010.0,21704.5,21801.5
1675987200,21803.5,21938.0,21460.5,21629.0
1676073600,21624.0,21899.0,21605.0,21860.0
1676160000,21860.0,22084.0,21638.5,21786.0
1676246400,21786.0,21896.0,21378.5,21778.5
1676332800,21778.0,22320.0,21580.5,22197.0
1676419200,22196.0,24353.0,22045.0,24337.0
1676505600,24335.5,25244.0,23500.5,23503.0
1676592000,23499.0,25030.5,23344.5,24583.5
1676678400,24574.5,24868.5,24446.0,24632.5
1676764800,24632.5,25191.5,24263.0,24282.0
1676851200,24275.5,25126.0,23840.0,24845.0
1676937600,24847.5,25178.0,24151.5,24450.5
1677024000,24454.5,24475.0,23583.0,24187.5
1677110400,24187.5,24596.5,23614.5,23941.0
1677196800,23941.0,24128.0,22832.0,23192.0
1677283200,23192.0,23220.0,22771.5,23156.0
1677369600,23155.0,23680.0,23059.0,23555.0
1677456000,23557.0,23886.5,23155.0,23489.0
1677542400,23490.0,23599.0,23028.0,23141.0
1677628800,23145.0,23994.0,23029.5,23638.0
1677715200,23638.0,23795.5,23204.5,23463.0
1677801600,23465.0,23475.0,22069.5,22352.0
1677888000,22351.0,22401.5,22172.0,22352.0
1677974400,22351.5,22643.0,22207.5,22432.0
1678060800,22431.5,22597.0,22299.5,22407.5
1678147200,22407.5,22551.0,21954.0,22201.5
1678233600,22200.5,22286.5,21640.0,21713.0
1678320000,21709.0,21824.0,20039.0,20361.0
1678406400,20360.5,20363.5,19577.5,20155.0
1678492800,20155.0,20673.5,19785.0,20459.0
1678579200,20458.5,22086.0,20272.5,21993.0
1678665600,21993.0,24510.5,21828.0,24108.0
1678752000,24110.0,26430.5,23984.5,24676.5
1678838400,24669.0,25202.5,23895.0,24285.0
1678924800,24285.0,25154.5,24135.5,25003.0
1679011200,25001.0,27749.5,24900.0,27397.0
1679097600,27397.0,27710.5,26578.5,26906.0
1679184000,26909.5,28385.0,26834.0,27952.0
